friends_count,followers_count,tidy_tweet,tweet_source,tidy_Location
1236,1539,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,Lagos  Nigeria
795,680,nigerians need fish,Android,Lagos  Nigeria
26,10,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,vgc
154,162,only words best president nigerians ever #wenogetpresiden,Android,Lagos  Nigeria
2109,2220,https fqomw,Android,Lagos  Nigeria
1142,889,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Android,In God s arms
2462,1442,were election time would have read prepared speech least twice https tcaayur,Android,Abuja  Nigeria
701,641,travel chill name medical check will number time grow balls head,Android,Lagos  Nigeria
1352,500,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Android,Lagos
599,744,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Lagos
37,27,fuck late nelson mandela fuck president cyril ramaphosa fuck nasty fuck fuck emtee fuck late lucky dube https dyawdh,Iphone,
5,72,#wenogetpresident #xenophobiainsouthafrica #revolutionnow #freesowore #revolutionisnow #revolutionprotest https,Iphone,Malmo  Sweden
1893,1156,people that voted twice tweeting #wenogetpresident,Android,
215,54,#periscope #football #music #birthday #cake #wenogetpresident #periscope https cszwk,Iphone,                             
35,60,have never been president simply because read about past here caught,Android,Kaduna state
4098,4512,#wenogetpresident meanwhile removes slippers girl friend after shoe cuts https txdndwulei,Android,Ijebu Ode  Nigeria
823,1485,nigerians kill buhari govt concerned blabla nigerian killed police house,Iphone,
1517,1797,sexy mama #obysly accord after #twitter slam https,Android,
428,251,tomorrow thursday reach traffic road from nigeria south africa https,Android,Lagos
2786,2616,they fueled almagamation they made sanni abacha helped them ghadaffi both countered their policies liste,Android,Uyo  Nigeria
4373,867,another video inspired this your problem prolly bigger than video others,Iphone,funland
166,327,sexy mama #obysly accord after #twitter slam https,Android,Lasgidi     ja 
4992,5030,factual anyone this #wenogetpresident what president only perambulatin,Iphone,Abuja  Nigeria
701,641,goodluck buhari reaction south africa #wenogetpresident https,Android,Lagos  Nigeria
1893,1156,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Android,
132,20,make carry anger government house burn opportunity shoprite https gfknkbvocs,Iphone,Lagos  Nigeria
1339,544,only have stupid foolish leaders #wenogetpresident https iptribnkmc,Android,Oworo  Nigeria
8,1,#wanita #asikinsaja #papuakitabersama #pesonaironman #sejujurnya #pertaminauntukpelanggan #redvelvetinjakarta https rvuxxafa,Android,Makassar  Indonesia
1893,1156,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Android,
395,94,highly disturbing oooo,Android,
18273,19013,this country joke government arrest bobrisky call national disgrace keep mute when nigerians,Web App,Nigeria
174,81,need leader seater #wenogetpresident,Iphone,Lagos Nigeria 
284,539,respect ycee burna skales vector peruzzi zambia rwanda malawi standing nigeri,Android,Kaduna  Nigeria
38,8,streaming https zwcmtfjg #xenophobicattacks #xenophobiainsouthafrica #wenogetpresident https dymxxjbxc,Web App,
22,0,baba shaking bcos that voted into power complaining only twitter wailers that cannot https jhmwr ailq,Web App,Lagos nigeria 
4098,4512,abacha still alive #wenogetpresident https fcmxznale,Android,Ijebu Ode  Nigeria
463,2540,once stand with dino president slow react dull lead this lack proaction important issue,Iphone,Kaduna
284,539,last president nigeria president adua #wenogetpresident https rlpojzae,Android,Kaduna  Nigeria
377,443,they fueled almagamation they made sanni abacha helped them ghadaffi both countered their policies liste,Android,Lekki  Nigeria
1893,1156,even hope buhari knows meaning xenophobia #wenogetpresident,Android,
1260,236,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Android,Lagos  Nigeria
439,1412,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,Lagos Nigeria
1190,853,femi adeshina ashamed that buhari went behind back recall ambassador pull world economic,Android,Abuja  Nigeria
15992,18210,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,Nigeria
132,63,only pathetic aspect this whole story that come here social media complain https ooiv,Android,Origin unknown  probably Space
0,0,this #wenogetpresident #saynotoxenophobicattacks,Android,
2,1,just realising full squad here awon weyrey #wenogetpresident https udrssq,Android,
35,60,#wenogetpresident retweet buhari baba experience like without experience https aevxn,Android,Kaduna state
6488,6055,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Iphone,Everywhere
1167,630,when burna finally meets #wenogetpresident https dsmsqksdj,Iphone,Rivers  Nigeria
277,61,,Android,Lagos  Nigeria
15,78,#mymostirrationalfear waking world without vinyl #wenogetpresident have tunes https ppjbzo,Web App,I m right behind you 
1893,1156,toke makinwa kate henshaw dremo lagg they want igbos will protect ourselves since nigeria,Android,
132,20,make carry anger government house burn opportunity shoprite,Iphone,Lagos  Nigeria
2103,2641,must have been serious they make sure country before they pulled coup,Iphone,Nigeria
284,539,#wenogetpresident know whether naija presido attack carry #namaphobic,Android,Kaduna  Nigeria
153,149,#wenogetpresident this trending https lthw,Iphone,Italy
3880,1347,#breaking south african owned businesses #zambia being attacked pick turn pick enjoy #xenophob,Web App,somewhere in #Africa
291,424,deal with phyno drops highly anticipated album https cjzem https rmens,Web App,Lagos Nigeria
1063,341,this sowore xenophobic attack best ever this responsible president should just watch #revol,Iphone,Earth 
2009,1647,told about this story,Iphone,Nigeria
3639,2352,guess south africa after their #xenophobicattacks nigerians ring leader #wenogetpresident,Android,Lagos Nigeria
4999,1433,fastest growing economies africa ghana ethiopia djibouti senegal,Android,ibadan
2862,2907,lest have forgetting trillion unremitted nnpc alone that expl,Android,
5318,5760,lest have forgetting trillion unremitted nnpc alone that expl,Android,Nigeria
96,49,#wenogetpresident #buhariisworking https gmpv gyzt,Android,Lagos  Nigeria
505,380,person like they suit fetch water stream #wenogetpresident,Android,Ado Ekiti  Nigeria
649,237,sexy mama #obysly accord after #twitter slam https,Android,Abuja
1594,1617,this country joke government arrest bobrisky call national disgrace keep mute when nigerians,Android,Somewhere on the planet 
4992,5030,when burna finally meets #wenogetpresident https dsmsqksdj,Iphone,Abuja  Nigeria
2889,2483,settle this like burna retweet buhari #wenogetpresident #saynotoxenophobiaattacks https itai,Android,Lagos  Nigeria
252,875,question violence solution rather chaos explain using zlatan analysis your time starts winner,Android,Earth
159,21,sexy mama #obysly accord after #twitter slam https,Android,Abuja  Nigeria
331,195,should pray send condolence victims this attacks want peace #saynotoxenophobicattacks #wenogetpresident,Android,Lagos  Nigeria
5151,5047,people want buhari grow balls asking general time laugh even when head state,Android,Everywhere
284,539,nigeria police killed nigerian angrily protesting against killing brothers wish,Android,Kaduna  Nigeria
212,27891,xenophobia nigerians continue grievances #wenogetpresident trends twitter click link https wzfw viwx,IFTTT,Nigeria
2633,393,guess south africa after their #xenophobicattacks nigerians ring leader #wenogetpresident,Android,United States
297,134,sexy mama #obysly accord after #twitter slam https,Android,Kano
35,60,compare contrast these leaders #wenogetpresident https,Android,Kaduna state
113,92,sexy mama #obysly accord after #twitter slam https,Web App,
132,63,sowore dared call revolution still rotting behind bars here again lamenting instead dema https icdche,Android,Origin unknown  probably Space
14053,22916,nigerian brothers sisters decides come back home today question this ready receive them,Android,Kenya
15602,14272,once stand with dino president slow react dull lead this lack proaction important issue,Android,ILL
154,162,last president yaradua sadly underrated #wenogetpresident https vpwho mvcy,Android,Lagos  Nigeria
1558,1092,nigerians just have know that buhari still waiting abba kyari daura instruct what next,Android,Lagos
1865,1464,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Web App,Arizona  Making it BLUE 
176,206,fuck that envoy envoy that leaves tomorrow,Iphone,Lagos
467,160,this part brain left side right side left side there nothing right right,Android,
449,221,nigeria travelled just take care your family doing legit business after while killed,Web App,Benin City  Nigeria
95,120,people want buhari grow balls asking general time laugh even when head state,Web App,Nigeria
285,139,sexy mama #obysly accord after #twitter slam https,Android,Benin City  Nigeria
47043,67732,fastest growing economies africa ghana ethiopia djibouti senegal,Android,Lagos  Nigeria
2000,3036,feel hurt over nonchalant behavior president only come going next,Android,Port harcourt   nigeria
2469,3588,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,My Head
125,123,xenophobia zambian students storm south africa embassy destroy properties https ydgpfoc https fjjlhve,Android,Lagos  Nigeria
1209,619,nigeria #wenogetpresident https cjqlijud,Android,Greater Accra  Ghana   
467,228,#dearmrpresident kindly resign person dropped this takeover because #wenogetpresident https,Iphone,Abuja  Nigeria
424,163,think finally understanding #wenogetpresident chant boycotting #wef recalling https uxqxq,Android,Birnin Kebbi  Nigeria
9227,14509,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,Lagos  Nigeria
10011,10639,#wenogetpresident trending know have president some months back opportunity,Android,Earth  
4615,5452,this part brain left side right side left side there nothing right right,Android,Iyana Ontario  Canada
537,506,abuja trending president will blind deafness #wenogetpresident #xenophobicattacks,Iphone,
414,171,even #wenogetpresident those broke into shoprite other shop novare mall sangotedo,Android,Lagos  Nigeria
366,108,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Android,
315,135,sexy mama #obysly accord after #twitter slam https,Android,Lagos  Nigeria
1179,1400,sexy mama #obysly accord after #twitter slam https,Web App,Earth
1383,2382,lest have forgetting trillion unremitted nnpc alone that expl,Iphone,Jos  Nigeria
1558,1092,when sowore issue baba sharply arrested faced with bigger more serious issue baba,Android,Lagos
1252,683,someone said should just reset button #wenogetpresident,Web App,Lagos  Nigeria
663,821,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Iphone,Maryland 
5,39,sexy mama #obysly accord after #twitter slam https,Android,Lagos  Nigeria
511,305,have never been president simply because read about past here caught,Web App,Lagos  Nigeria
7962,14493,clearly nigeria dire need leadership this critical point annals country this further reinfor,Android,everywhere  NG
178,190,biggest regret life supporting buhari intelligence must have been break that time #wenogetpresident,Android,Ife  Nigeria
3151,3021,#wenogetpresident trending know have president some months back opportunity,Android,Samaru  Nigeria
14,0,#wenogetpresident,Android,
359,168,another video inspired this your problem prolly bigger than video others,Android,Ghana
38286,38561,#wenogetpresident trump leave office fake charges,Iphone,NYC
5148,5280,burning things forward digging graves just making nigerians working there jobless,Android,
1401,1485,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,Lagos  Nigeria
511,305,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Web App,Lagos  Nigeria
32,54,#wenogetpresident lifeless https hjmkksob,Android,Lagos  Nigeria
1591,441,goodluck buhari reaction south africa #wenogetpresident https,Android,Abuja Nigeria 
5,10,sexy mama #obysly accord after #twitter slam https,Android,
206,2583,xenophobia fallout zambians vandalise residence high https yoin hvrkx,Web App,Abuja
837,23748,still nigerians working these places they burning down keep increasing rate https,Android,Dunya
51,7,nigeria travelled just take care your family doing legit business after while killed,Web App,
1378,1372,goodluck buhari reaction south africa #wenogetpresident https,Android,Lagos  Nigeria
1227,1337,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,On top of the world    
2103,2641,most times when president visiting another nation protocol visiting president give reaso https,Iphone,Nigeria
693,204,please contest term love #wenogetpresident,Android,Lasgidi
10268,11595,went angry still woke very angry this madness needs stop think longer news,Android,my thoughts  
171,184,respect ycee burna skales vector peruzzi zambia rwanda malawi standing nigeri,Android,Earth
4548,2810,travel chill name medical check will number time grow balls head,Iphone,Lagos
1314,955,this sowore xenophobic attack best ever this responsible president should just watch #revol,Iphone,Naija
730,443,stand bihari wateva urself action stop puppy #wenogetpresident https,Android,Lagos  Nigeria
731,532,fighting either just tryna make understand that taking huma https ujfgejkyfn,Iphone,
10022,16954,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Iphone,Hell Fire
267,48,#wenogetpresident president president react thing attack government https ecij,Web App,Lagos
1167,630,went angry still woke very angry this madness needs stop think longer news,Iphone,Rivers  Nigeria
15369,15764,since #wenogetpresident nigeria permit your next pressido #saynotoxenophobia https ncpv wkce,Web App,Global citizen
2720,2411,looking south africans nigeria synagogue church nations they full there never,Android,
35,60,goodluck buhari reaction south africa #wenogetpresident https,Android,Kaduna state
2,1,please attack shoprite that government #wenogetpresident https gofqah,Android,
7920,7652,only words best president nigerians ever #wenogetpresiden,Iphone,OR
1847,1490,last president yaradua sadly underrated #wenogetpresident https vpwho mvcy,Iphone,Mercedes Benz Arena           
120,225,wait special convoy never touch down pretoria since yesterday trekk #wenogetpresident https,Iphone,Earth
2494,2687,nigeria #wenogetpresident https cjqlijud,Android,beside you 
2707,3346,sexy mama #obysly accord after #twitter slam https,Web App,Federal Capital Territory  Nig
1352,500,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Android,Lagos
35,60,abacha still alive #wenogetpresident https fcmxznale,Android,Kaduna state
2708,2548,lest have forgetting trillion unremitted nnpc alone that expl,Iphone,Port Harcourt  Nigeria 
833,469,surprised what saying what expect from spokesman clueless incompetent president https gaaztrdd,Android,Winnipeg  Manitoba
429,284,this part brain left side right side left side there nothing right right,Web App,Ikeja  Nigeria
2586,2531,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,On your screen 
1,0,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,
1190,853,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Android,Abuja  Nigeria
35,60,respect ycee burna skales vector peruzzi zambia rwanda malawi standing nigeri,Android,Kaduna state
3568,4166,this part brain left side right side left side there nothing right right,Android,Owerri  Nigeria
208,70,#wenogetpresident https qfoggyky,Iphone,World Wide
362,69,velo nigerians seen what south apricans doing fifu fromise they will soon brot book https vlmelht,Android,Lagos  Nigeria
989,1166,toke makinwa kate henshaw dremo lagg they want igbos will protect ourselves since nigeria,Android,Lagos  Nigeria
35,5,kita orang provokasi mari kita sama jaga #indonesia #melanesia #tdlbpjsnaikwelovejokowi https nyzzjq,Android,
51,7,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Web App,
5646,6869,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Android,DREAM CHASERS  PHILLY
230,285,settle this like buhari retweet burna #wenogetpresident #saynotoxenophobia https ocjoin,Web App,kaduna Nigeria
2080,2046,compare contrast these leaders #wenogetpresident https,Android,Lost
511,305,teach them value human lives which sacredly created them even such lives citizens https azdomdjani,Web App,Lagos  Nigeria
494,245,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,
202,192,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Lagos 
10268,11595,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Android,my thoughts  
30,53,this sowore xenophobic attack best ever this responsible president should just watch #revol,Iphone,Lagos  Nigeria
86,55,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,Turn around
143,95,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Iphone,Lagos  Nigeria
1352,500,goodluck buhari reaction south africa #wenogetpresident https,Android,Lagos
786,596,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,Kaduna  Nigeria
470,1217,they grand stand squirt forms slimy regurgitate when quite obvious that they struggle only,Iphone,
74,39,guess south africa after their #xenophobicattacks nigerians ring leader #wenogetpresident,Android,
1167,630,some media will show this #xenophobicattack #wenogetpresident https ccuug,Iphone,Rivers  Nigeria
1401,1485,save bigbrother south african this year like this biggie morning house mates,Android,Lagos  Nigeria
1056,70,president buhari curse coward failed general without going have never seen cowar https nukgrku,Android,Port Harcourt  Nigeria
3117,2113,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,Ibadan  Nigeria
581,637,thread boycott dstv simply because premier league download data friendly stre,Android,Adamawa  Nigeria
1699,1531,know that shop rite provided more than thousand jobs youths worldwide which turn supported https afskrundo,Android,Kano  Nigeria
454,405,mandela died wasted time nothing people barbaric people evil people burning unarmed nigeri,Android,Nigeria
1401,1485,when sowore issue baba sharply arrested faced with bigger more serious issue baba,Android,Lagos  Nigeria
598,203,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,State Low Cost Jos Plateau St
1873,1921,brother hood send money from complete house invest business https,Android,Nowhere to be found 
164,88,goodluck buhari reaction south africa #wenogetpresident https,Android,Port harcourt 
502,775,burna like president buhari #wenogetpresident #xenophobiainsouthafrica #xenophobicattack https,Android,ABUJA NIGERIA
973,10199,toke makinwa kate henshaw dremo lagg they want igbos will protect ourselves since nigeria,Iphone,London  England
1323,272,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Android,Lagos  Nigeria
2,1,some would realize that leaders foreigners would coordinate,Android,
2795,1944,fastest growing economies africa ghana ethiopia djibouti senegal,Web App,Ghana
731,663,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Iphone,Bauchi
4802,4457,confused believe #wenogetpresident doesn pertain another eloquent tweet,Buffer,United States
396,64,,Android,Enugu  Nigeria
480,260,this should president said african giant #freesowore #saynotoxenephobia #wenogetpresident https,Android,Nigeria 
902,299,#wenogetpresident #saynotoxenophobicattacks wizkid abuja phyno,Web App,Kwara  Nigeria
1558,1092,today know #wenogetpresident just pray #revolutionnow they avoiding arrestin https zxkkfc,Android,Lagos
15992,18210,clearly nigeria dire need leadership this critical point annals country this further reinfor,Android,Nigeria
3,2172,deal with phyno drops highly anticipated album https cjzem,,Lagos  Nigeria
85,87,yesterday ycee peruzzi vector told shut said loves naija toke makinwa dremo kate henshaw tweeted,Android,Nigeria
844,998,please your protection over nigeria fellow nigerians south africa amen #xenophobiainsouth,Iphone,Nigeria
3880,1347,nigeria travelled just take care your family doing legit business after while killed,Web App,somewhere in #Africa
2468,4621,#wenogetpresident only save https,Android,In my mommys heart 
102,19,,Android,
511,305,buhari only reacts anything that threatens government ipob shite sowore #wenogetpresident,Web App,Lagos  Nigeria
422,64,this sowore xenophobic attack best ever this responsible president should just watch #revol,Iphone,Lagos  Nigeria
439,454,people that voted twice tweeting #wenogetpresident,Android,
1401,1485,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Android,Lagos  Nigeria
27,67,well that danger franchising share everything brand name goes through #nigeria #wenogetpresident,Android,Nigeria
1401,1485,nigeria #wenogetpresident https cjqlijud,Android,Lagos  Nigeria
3438,742,still nigerians working these places they burning down keep increasing rate unemploym,Android,
4963,3224,finally friend seeing reason regards anger with crying loud #wenogetpresident https,Android,Abuja  Nigeria
1304,1355,have never been president simply because read about past here caught,Iphone,Nigeria
68,11,really shock here expect president handle internal issues handle external issues https ymnlcz,Android,
2401,1160,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Web App,Portland  OR
1558,1092,people that voted twice tweeting #wenogetpresident,Android,Lagos
538,41,they knew great country before anymore #wenogetpresident https lvve,Android,lagos
163,20,south africans lucky sani abacha alive every time when useful people,Iphone,Port Harcourt  Nigeria
1737,1756,still nigerians working these places they burning down keep increasing rate unemploym,Iphone,Santiago bernabeu
1070,1049,goodluck buhari reaction south africa #wenogetpresident https,Android,Universe  
454,405,shall foreigners south africa south african declares #xenophobiainsouthafrica #saynotoxenophobia #wen,Android,Nigeria
202,192,this kind govt lock jail #wenogetpresident #revolutionnow #enoughisenough,Android,Lagos 
10022,16954,when nigeria crash burns worried killed #wenogetpresident https iinxubqmfk,Iphone,Hell Fire
2507,2561,buhari only reacts anything that threatens government ipob shite sowore #wenogetpresident,Android,Abuja  Nigeria
3,1,#wenogetpresident activated various actions contain this crisis summon high commissioner https,Iphone,
659,962,nigeria #wenogetpresident https cjqlijud,Iphone,Under His wings
2507,2561,nigeria #wenogetpresident https cjqlijud,Android,Abuja  Nigeria
9227,14509,went angry still woke very angry this madness needs stop think longer news,Android,Lagos  Nigeria
528,513,please this instead #wenogetpresident https vyysd,Android,Lagos  Nigeria
625,297,fastest growing economies africa ghana ethiopia djibouti senegal,Web App,Greater Accra  Ghana
82,49,when iran shot down america drone earlier this year donald trump lament twitter within hour ordinary,Android,
107,27,#saynotoxenophobicattacks #freesoworenow https lraun jzip,Android,Warri
257,249,only words best president nigerians ever #wenogetpresiden,Android,Citizen Of Jannah 
648,300,#wenogetpresident https dwgxplrrvf,Android,Lagos  Nigeria
1077,1536,https aemtbjc,Android,Nigeria
765,396,just your envoy ninth mile road very hope they arrive safely #saynotoxenophobia https yibe wljnw,Android,Lagos  Nigeria
74,16,lmao,Android,nigeria
5491,5694,this totally irresponsible tweet uncalled guided,Android,
3568,4166,looking south africans nigeria synagogue church nations they full there never,Android,Owerri  Nigeria
3747,2149,#xenophobiainsouthafrica retweet burnt dodo like #wenogetpresident https jdwjjao,Android,Borno  Nigeria
2012,2768,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Android,Lagos  Nigeria
1077,1536,https aemtbjc,Android,Nigeria
1304,1355,buhari addressed nation even ramaphosa spoke country personally cancelled trip south afri,Iphone,Nigeria
4685,1373,xenophobia #wenogetpresident trends twitter https eczwhauxt #nigerians #nigeria #saynotoxenophobia,Iphone,Lagos  Nigeria
3205,3303,clearly nigeria dire need leadership this critical point annals country this further reinfor,Iphone,On God 
1304,1355,nigeria #wenogetpresident https cjqlijud,Iphone,Nigeria
1077,1536,https aemtbjc,Android,Nigeria
505,517,tstv like dstv #saynotoxenophobia #shutdownsouthafrica #wenogetpresident https tjfqw,Iphone,
4504,4772,#wenogetpresident retweet buhari baba experience like without experience https aevxn,Android,Pakistan
48,103,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Iphone,Nigeria
1054,38,think have better sense dino fave buhari #wenogetpresident https dtam rnprl,Android,
434,164,they knew great country before anymore #wenogetpresident https lvve,Android,Abuja  Nigeria
1668,2341,deal with phyno drops highly anticipated album https cjzem,Android,Lagos  Nigeria
3738,3848,https,Android,   Nigeria   
227,127,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,centre of learning 
196,10,#soarwithwheein #wenogetpresident https lrns,Android,
328,299,burna like president buhari #wenogetpresident #xenophobiainsouthafrica #xenophobicattack https,Iphone,Port Harcourt  Nigeria
910,1163,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Iphone,Terra Incognita
244,225,meanwhile same that deployed hundred shut down bobrisky harmless birthday struggled contain,Android,Nigeria
1352,500,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Android,Lagos
950,1059,goodluck buhari reaction south africa #wenogetpresident https,Android,Nigeria
2,4375,tiwa savage president fuck buhari fuck linda fuck fuck kate henshaw fuck toke history will,Web App,Worcester  England
675,952,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,FIB
6660,6889,really shocked when heard that nigerians came together shut down shoprite outside lagos including,Android,In the Heart of my Loved Ones 
2055,2217,#wenogetpresident retweet buhari baba experience like without experience https aevxn,Web App,Ask
3466,5105,people want buhari grow balls asking general time laugh even when head state,Android,
252,875,#dearmrpresident #wenogetpresident hope know just listen buhari spokesman hear nonsense said govt,Android,Earth
1219,1475,people that voted twice tweeting #wenogetpresident,Android,Nigeria
1558,1092,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Android,Lagos
467,228,nigerians that occupying villa copy paste president oooo #wenogetpresident,Iphone,Abuja  Nigeria
568,265,this clear definition having goddam excuse tried failed tired everybody https zytbu,Iphone,Abuja  Nigeria
1150,982,when iran shot down america drone earlier this year donald trump lament twitter within hour ordinary,Android,Anywhere there is work
830,507,globacom like #wenogetpresident #stopkillingnigeriansinsa #saynotoxenophobia https eizko,Android,Lagos Nigeria
1121,122,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Behind You
415,148,this part brain left side right side left side there nothing right right,Android,lagos nigeria
1401,1485,when iran shot down america drone earlier this year donald trump lament twitter within hour ordinary,Android,Lagos  Nigeria
3915,23534,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Iphone,Kano  Nigeria
1291,78,,Android,Lagos Nigeria       
3236,9437,#wenogetpresident trending know have president some months back opportunity,Android,Worldwide  
569,550,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Android,Abuja  Nigeria
718,674,simple truth #wenogetpresident https qyeuophw,Android,Lagos  Nigeria
715,1267,#wenogetpresident nigeria president recalled country ambassador south africa ambassador kabiru https whsqdli,Android,Nigeria               
3494,2076,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Web App,Abuja  Nigeria
1352,500,nigeria #wenogetpresident https cjqlijud,Android,Lagos
1699,1535,know that mtnng provided more than million nationwide which supported more than million https,Android,Kano  Nigeria
538,41,settle this like burna retweet buhari #wenogetpresident #saynotoxenophobiaattacks https itai,Android,lagos
587,785,people want buhari grow balls asking general time laugh even when head state,Iphone,Nigeria Unfortunately
1607,688,which would prefer burnt dodo like #xenophobiainsouthafrica #saynotoxenophobiaattacks #wenoge,Web App,Lagos  Nigeria
3738,3848,lmao https bviinfghnt,Android,   Nigeria   
1556,2509,nigeria #wenogetpresident https cjqlijud,Iphone,Troy  AL
9902,10523,buhari addressed nation even ramaphosa spoke country personally cancelled trip south afri,Android,Guadalajara  Spain
6319,6730,burna like president buhari #wenogetpresident #xenophobiainsouthafrica #xenophobicattack https,Iphone,Earth
1439,1948,once stand with dino president slow react dull lead this lack proaction important issue,Android,Abuja  Nigeria
2415,1595,goodluck buhari reaction south africa #wenogetpresident https,Android,lagos
20867,20302,#wenogetpresident,Android,Twitter street
163,470,your president said will meet with ramaphosa october sent delegation that will land thursday,Web App,Lagos
9902,10523,abacha evil dictator pretty sure were alive this time envoy would troops,Android,Guadalajara  Spain
1056,70,#wenogetpresident #nigerianogetpredent,Android,Port Harcourt  Nigeria
3236,9437,solution xenophobic attack nigerians living south africa since #wenogetpresident expel south african ambassad,Android,Worldwide  
1655,1296,fastest growing economies africa ghana ethiopia djibouti senegal,Web App,Guangzhou 
4504,4813,dear nigerians think time after leaders both past present there family properties home,Android,Pakistan
510,352,this sowore xenophobic attack best ever this responsible president should just watch #revol,Android,Nigeria
56,27,garage goals #ferrari #mclaren #mercedes #sls #zlatan #tiwa #wizkid #wenogetpresident https fzcjoeab,Android,Abuja  Nigeria
2028,1423,please this instead #wenogetpresident https vyysd,Web App,Lagos  Nigeria
333,102,once general coward rather unfortunate nigeria irrelevant africa just because #wenogetpresident,Android,Lagos  Nigeria
2196,5757,people that voted twice tweeting #wenogetpresident,Android,LekkiEpeExpWay
622,423,zambian join #xenophobiainsouthafrica #wenogetpresident #saynotoxenophobia https gsovif,Iphone,Lagos Nigeria
9902,10523,country where president fight missing show concern human lives #wenogetpresident https cqiistr,Android,Guadalajara  Spain
1401,1485,buhari your juniors zambia malawi presidents making incisive decisions your stay lifeless like scare,Android,Lagos  Nigeria
56,27,want thank believing #mcm #selflove #tiwa #wizkid #sashutdown #wenogetpresident #zlatan https,Android,Abuja  Nigeria
35,4,brother hood send money from complete house invest business more,Android,Lagos  Nigeria
22,1,nigeria #saynotoxenophobicattacks #wenogetpresident,Android,
539,1001,exactly this,Android,Lagos  Nigeria
3456,2076,this supposed elections year buyers remorse #wenogetpresident trending https elxyr,Web App,Abuja  Nigeria
526,465,even from this picture sense nonsense buhari saying photographer pose https,Iphone,Calabar  Nigeria
47,22,until tired nothing changes #fixnigeriaonceandforall#lettherevolutionbegin #wenogetpresident https xoovxirt,Web App,Lagos Nigeria 
924,355,xenophobia tells staff stay safe directed workers stay home view ongoing #xenophobi,Iphone,Greater Accra  Ghana
